Raw Text,JSON Text
Stream of thought 225 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 225 for Burned-out Tech Lead.""}"
Stream of thought 226 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 226 for Burned-out Tech Lead.""}"
Stream of thought 227 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 227 for Burned-out Tech Lead.""}"
Stream of thought 228 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 228 for Burned-out Tech Lead.""}"
Stream of thought 229 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 229 for Burned-out Tech Lead.""}"
Stream of thought 230 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 230 for Burned-out Tech Lead.""}"
Stream of thought 231 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 231 for Burned-out Tech Lead.""}"
Stream of thought 232 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 232 for Burned-out Tech Lead.""}"
Stream of thought 233 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 233 for Burned-out Tech Lead.""}"
Stream of thought 234 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 234 for Burned-out Tech Lead.""}"
Stream of thought 235 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 235 for Burned-out Tech Lead.""}"
Stream of thought 236 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 236 for Burned-out Tech Lead.""}"
Stream of thought 237 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 237 for Burned-out Tech Lead.""}"
Stream of thought 238 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 238 for Burned-out Tech Lead.""}"
Stream of thought 239 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 239 for Burned-out Tech Lead.""}"
Stream of thought 240 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 240 for Burned-out Tech Lead.""}"
Stream of thought 241 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 241 for Burned-out Tech Lead.""}"
Stream of thought 242 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 242 for Burned-out Tech Lead.""}"
Stream of thought 243 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 243 for Burned-out Tech Lead.""}"
Stream of thought 244 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 244 for Burned-out Tech Lead.""}"
Stream of thought 245 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 245 for Burned-out Tech Lead.""}"
Stream of thought 246 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 246 for Burned-out Tech Lead.""}"
Stream of thought 247 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 247 for Burned-out Tech Lead.""}"
Stream of thought 248 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 248 for Burned-out Tech Lead.""}"
Stream of thought 249 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 249 for Burned-out Tech Lead.""}"
Stream of thought 250 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 250 for Burned-out Tech Lead.""}"
Stream of thought 251 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 251 for Burned-out Tech Lead.""}"
Stream of thought 252 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 252 for Burned-out Tech Lead.""}"
Stream of thought 253 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 253 for Burned-out Tech Lead.""}"
Stream of thought 254 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 254 for Burned-out Tech Lead.""}"
Stream of thought 255 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 255 for Burned-out Tech Lead.""}"
Stream of thought 256 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 256 for Burned-out Tech Lead.""}"
Stream of thought 257 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 257 for Burned-out Tech Lead.""}"
Stream of thought 258 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 258 for Burned-out Tech Lead.""}"
Stream of thought 259 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 259 for Burned-out Tech Lead.""}"
Stream of thought 260 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 260 for Burned-out Tech Lead.""}"
Stream of thought 261 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 261 for Burned-out Tech Lead.""}"
Stream of thought 262 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 262 for Burned-out Tech Lead.""}"
Stream of thought 263 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 263 for Burned-out Tech Lead.""}"
Stream of thought 264 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 264 for Burned-out Tech Lead.""}"
Stream of thought 265 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 265 for Burned-out Tech Lead.""}"
Stream of thought 266 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 266 for Burned-out Tech Lead.""}"
Stream of thought 267 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 267 for Burned-out Tech Lead.""}"
Stream of thought 268 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 268 for Burned-out Tech Lead.""}"
Stream of thought 269 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 269 for Burned-out Tech Lead.""}"
Stream of thought 270 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 270 for Burned-out Tech Lead.""}"
Stream of thought 271 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 271 for Burned-out Tech Lead.""}"
Stream of thought 272 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 272 for Burned-out Tech Lead.""}"
Stream of thought 273 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 273 for Burned-out Tech Lead.""}"
Stream of thought 274 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 274 for Burned-out Tech Lead.""}"
Stream of thought 275 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 275 for Burned-out Tech Lead.""}"
Stream of thought 276 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 276 for Burned-out Tech Lead.""}"
Stream of thought 277 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 277 for Burned-out Tech Lead.""}"
Stream of thought 278 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 278 for Burned-out Tech Lead.""}"
Stream of thought 279 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 279 for Burned-out Tech Lead.""}"
Stream of thought 280 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 280 for Burned-out Tech Lead.""}"
Stream of thought 281 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 281 for Burned-out Tech Lead.""}"
Stream of thought 282 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 282 for Burned-out Tech Lead.""}"
Stream of thought 283 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 283 for Burned-out Tech Lead.""}"
Stream of thought 284 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 284 for Burned-out Tech Lead.""}"
Stream of thought 285 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 285 for Burned-out Tech Lead.""}"
Stream of thought 286 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 286 for Burned-out Tech Lead.""}"
Stream of thought 287 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 287 for Burned-out Tech Lead.""}"
Stream of thought 288 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 288 for Burned-out Tech Lead.""}"
Stream of thought 289 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 289 for Burned-out Tech Lead.""}"
Stream of thought 290 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 290 for Burned-out Tech Lead.""}"
Stream of thought 291 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 291 for Burned-out Tech Lead.""}"
Stream of thought 292 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 292 for Burned-out Tech Lead.""}"
Stream of thought 293 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 293 for Burned-out Tech Lead.""}"
Stream of thought 294 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 294 for Burned-out Tech Lead.""}"
Stream of thought 295 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 295 for Burned-out Tech Lead.""}"
Stream of thought 296 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 296 for Burned-out Tech Lead.""}"
Stream of thought 297 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 297 for Burned-out Tech Lead.""}"
Stream of thought 298 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 298 for Burned-out Tech Lead.""}"
Stream of thought 299 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 299 for Burned-out Tech Lead.""}"
Stream of thought 300 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 300 for Burned-out Tech Lead.""}"
Stream of thought 301 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 301 for Burned-out Tech Lead.""}"
Stream of thought 302 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 302 for Burned-out Tech Lead.""}"
Stream of thought 303 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 303 for Burned-out Tech Lead.""}"
Stream of thought 304 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 304 for Burned-out Tech Lead.""}"
Stream of thought 305 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 305 for Burned-out Tech Lead.""}"
Stream of thought 306 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 306 for Burned-out Tech Lead.""}"
Stream of thought 307 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 307 for Burned-out Tech Lead.""}"
Stream of thought 308 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 308 for Burned-out Tech Lead.""}"
Stream of thought 309 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 309 for Burned-out Tech Lead.""}"
Stream of thought 310 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 310 for Burned-out Tech Lead.""}"
Stream of thought 311 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 311 for Burned-out Tech Lead.""}"
Stream of thought 312 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 312 for Burned-out Tech Lead.""}"
Stream of thought 313 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 313 for Burned-out Tech Lead.""}"
Stream of thought 314 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 314 for Burned-out Tech Lead.""}"
Stream of thought 315 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 315 for Burned-out Tech Lead.""}"
Stream of thought 316 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 316 for Burned-out Tech Lead.""}"
Stream of thought 317 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 317 for Burned-out Tech Lead.""}"
Stream of thought 318 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 318 for Burned-out Tech Lead.""}"
Stream of thought 319 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 319 for Burned-out Tech Lead.""}"
Stream of thought 320 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 320 for Burned-out Tech Lead.""}"
Stream of thought 321 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 321 for Burned-out Tech Lead.""}"
Stream of thought 322 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 322 for Burned-out Tech Lead.""}"
Stream of thought 323 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 323 for Burned-out Tech Lead.""}"
Stream of thought 324 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 324 for Burned-out Tech Lead.""}"
Stream of thought 325 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 325 for Burned-out Tech Lead.""}"
Stream of thought 326 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 326 for Burned-out Tech Lead.""}"
Stream of thought 327 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 327 for Burned-out Tech Lead.""}"
Stream of thought 328 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 328 for Burned-out Tech Lead.""}"
Stream of thought 329 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 329 for Burned-out Tech Lead.""}"
Stream of thought 330 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 330 for Burned-out Tech Lead.""}"
Stream of thought 331 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 331 for Burned-out Tech Lead.""}"
Stream of thought 332 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 332 for Burned-out Tech Lead.""}"
Stream of thought 333 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 333 for Burned-out Tech Lead.""}"
Stream of thought 334 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 334 for Burned-out Tech Lead.""}"
Stream of thought 335 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 335 for Burned-out Tech Lead.""}"
Stream of thought 336 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 336 for Burned-out Tech Lead.""}"
Stream of thought 337 for Burned-out Tech Lead.,"{""profile_name"": ""Burned-out Tech Lead"", ""profile_description"": ""35-year-old engineering manager in a startup"", ""thought_number"": 1, ""stream_of_thought"": ""Stream of thought 337 for Burned-out Tech Lead.""}"
